Date,CCI Value,CCI Rolling Mean,CCI Rolling Percent Change,CPI Value,CPI Rolling Mean,CPI Rolling Percent Change,Unemployment Rate (%),Unemployment Rate (%) Rolling Mean,Unemployment Rate Rolling Percent Change,CCI Rolling Percent Change Flag,CPI Rolling Percent Change Flag,Unemployment Rate Rolling Percent Change Flag,Economic Climate
2019-05-01,101.5151,101.34069999999998,-0.028484878229007027,255.29,252.91275,2.1620999332485624,3.8,3.933333333333333,-10.436432637571158,negative,positive,negative,Lean to Bad
2019-06-01,101.423,101.33966666666667,-0.05597666124156353,255.159,253.25783333333334,2.0659744261947166,3.8,3.908333333333333,-9.980806142034538,negative,positive,negative,Lean to Bad
2019-07-01,101.1953,101.32224166666667,-0.10045276045845819,255.685,253.63041666666666,1.9773841876946863,3.8,3.8833333333333333,-9.689922480620151,negative,positive,negative,Lean to Bad
2019-08-01,100.9047,101.279675,-0.16264203145227585,256.059,253.99675000000002,1.9034252091838733,3.7,3.858333333333333,-9.215686274509816,negative,positive,negative,Lean to Bad
2019-09-01,100.9046,101.23026666666665,-0.22832045945644364,256.511,254.3575,1.8524574409298333,3.7,3.8333333333333335,-8.910891089108897,negative,positive,negative,Lean to Bad
2019-10-01,101.1037,101.19891666666666,-0.2624135160988361,257.244,254.7301666666667,1.792920362233863,3.7,3.8083333333333336,-8.782435129740506,negative,positive,negative,Lean to Bad
2019-11-01,101.3675,101.19849166666667,-0.25889215414107714,257.803,255.16425,1.7863981235489934,3.7,3.7916666666666665,-8.266129032258062,negative,positive,negative,Lean to Bad
2019-12-01,101.5911,101.23065833333334,-0.21632142036306368,258.616,255.65166666666667,1.8128935607863328,3.7,3.775,-7.7393075356415375,negative,positive,negative,Lean to Bad
2020-01-01,101.5895,101.27940000000001,-0.13854117563535384,259.037,256.17825,1.8921112754731295,3.6,3.75,-7.597535934291589,negative,positive,negative,Lean to Bad
2020-02-01,101.1694,101.28870833333333,-0.09079632221465905,259.248,256.6720833333333,1.9603448835193715,3.6,3.725,-7.453416149068303,negative,positive,negative,Lean to Bad
2020-03-01,100.1898,101.19854166666669,-0.15058206455292877,258.124,256.9989166666667,1.934112077094774,3.7,3.716666666666667,-6.8893528183716075,negative,positive,negative,Lean to Bad
2020-04-01,99.1244,101.00650833333333,-0.3279099147357134,256.092,257.07233333333335,1.7955389537214872,4.5,3.775,-4.631578947368431,negative,positive,negative,Lean to Bad
2020-05-01,98.63362,100.76638500000001,-0.5667170248478404,255.868,257.1205,1.6637160443670806,5.3,3.9,-0.8474576271186418,negative,positive,negative,Lean to Bad
2020-06-01,98.58475,100.52986416666668,-0.7990972603685864,256.986,257.27275000000003,1.5853079898153988,5.9,4.075,4.264392324093835,negative,positive,positive,Lean to Bad
2020-07-01,98.60172,100.3137325,-0.9953482572804706,258.278,257.48883333333333,1.5212752150849385,6.5,4.3,10.729613733905573,negative,positive,positive,Lean to Bad
2020-08-01,98.7998,100.13832416666666,-1.1269297944857537,259.411,257.7681666666667,1.4848287100786228,6.9,4.566666666666667,18.35853131749463,negative,positive,positive,Lean to Bad
2020-09-01,99.10643,99.98847666666667,-1.2266983392318576,260.029,258.0613333333333,1.4561525936264363,7.2,4.858333333333333,26.7391304347826,negative,positive,positive,Lean to Bad
2020-10-01,99.2524,99.83420166666667,-1.3485470447229697,260.286,258.3148333333333,1.4072407338222348,7.5,5.175,35.88621444201312,negative,positive,positive,Lean to Bad
2020-11-01,99.21011,99.65441916666667,-1.5257860809684276,260.813,258.5656666666667,1.3330302605739863,7.8,5.516666666666667,45.49450549450549,negative,positive,positive,Lean to Bad
2020-12-01,99.21311,99.45625333333334,-1.7528336071442108,262.035,258.8505833333333,1.2512794101348756,8.1,5.883333333333333,55.84988962472406,negative,positive,positive,Lean to Bad
2021-01-01,99.21909,99.25871916666667,-1.9951548225338511,262.65,259.1516666666667,1.160682714737371,8.3,6.275000000000001,67.33333333333336,negative,positive,positive,Lean to Bad
2021-02-01,99.35609,99.10761000000001,-2.1533479587433346,263.638,259.5175,1.1085805007361893,8.5,6.683333333333334,79.41834451901566,negative,positive,positive,Lean to Bad
2021-03-01,99.71561,99.06809416666665,-2.105215613696698,264.914,260.0833333333333,1.200167186178147,8.7,7.099999999999999,91.0313901345291,negative,positive,positive,Lean to Bad
2021-04-01,99.95541,99.137345,-1.8505375189932116,266.67,260.96483333333333,1.5141652738464018,8.0,7.391666666666666,95.80573951434876,negative,positive,positive,Lean to Bad
2021-05-01,99.89777,99.24269083333333,-1.5121056160411928,268.444,262.0128333333334,1.9027395067034325,7.4,7.566666666666666,94.01709401709401,negative,positive,positive,Lean to Bad
2021-06-01,99.69176,99.33494166666667,-1.1886244052006,270.559,263.14391666666666,2.2820787147751265,6.9,7.650000000000001,87.73006134969327,negative,positive,positive,Lean to Bad
2021-07-01,99.23231,99.38749083333333,-0.9233448338358596,271.764,264.26775000000004,2.6327031657683575,6.5,7.650000000000001,77.90697674418607,negative,positive,positive,Lean to Bad
2021-08-01,98.67365,99.37697833333334,-0.7602941627684601,272.87,265.38933333333335,2.9565973041667304,6.2,7.591666666666666,66.24087591240873,negative,positive,positive,Lean to Bad
2021-09-01,98.38036,99.31647249999999,-0.6720816128712004,274.028,266.5559166666667,3.291691639196892,6.0,7.491666666666666,54.202401372212684,negative,positive,positive,Lean to Bad
2021-10-01,98.19716,99.22853583333331,-0.6066716848756926,276.522,267.9089166666667,3.7141046874969996,5.8,7.3500000000000005,42.02898550724639,negative,positive,positive,Lean to Bad
2021-11-01,98.0378,99.13084333333332,-0.5253914856075736,278.711,269.4004166666667,4.1903281822670335,5.6,7.166666666666667,29.90936555891239,negative,positive,positive,Lean to Bad
2021-12-01,97.93823,99.02460333333333,-0.43400991444279,280.887,270.9714166666667,4.682559790767349,5.3,6.933333333333334,17.847025495750724,negative,positive,positive,Lean to Bad
2022-01-01,97.70746,98.89863416666667,-0.36277417543074675,282.599,272.6338333333333,5.202423291380187,5.2,6.675,6.374501992031845,negative,positive,positive,Lean to Bad
2022-02-01,97.40553,98.7360875,-0.3748677826052038,284.61,274.3815,5.727552091862798,5.0,6.383333333333333,-4.488778054862852,negative,positive,negative,Lean to Bad
2022-03-01,97.17229,98.52414416666666,-0.5490667854020526,287.472,276.2613333333333,6.220314001922467,4.7,6.050000000000001,-14.788732394366178,negative,positive,negative,Lean to Bad
2022-04-01,97.009,98.27861,-0.8662073812850224,288.611,278.08975000000004,6.562154926366204,4.5,5.758333333333334,-22.09695603156706,negative,positive,negative,Lean to Bad
2022-05-01,96.60963,98.00459833333332,-1.2475402365694,291.268,279.99174999999997,6.861845825617929,4.4,5.508333333333333,-27.202643171806173,negative,positive,negative,Lean to Bad
2022-06-01,96.20984,97.71443833333332,-1.6313527809491135,294.728,282.0058333333333,7.167909068770029,4.2,5.283333333333334,-30.936819172113296,negative,positive,negative,Lean to Bad
2022-07-01,96.18243,97.46028166666667,-1.939086247683286,294.628,283.91116666666665,7.433149397407224,4.0,5.075,-33.660130718954264,negative,positive,negative,Lean to Bad
2022-08-01,96.44378,97.27445916666666,-2.1157004388021816,295.32,285.782,7.684056631263747,3.9,4.883333333333334,-35.67508232711305,negative,positive,negative,Lean to Bad
2022-09-01,96.65869,97.13098666666667,-2.200527040802136,296.539,287.6579166666666,7.916537837120452,3.8,4.7,-37.26362625139043,negative,positive,negative,Lean to Bad
2022-10-01,96.77125,97.01216083333334,-2.233606473567895,297.987,289.44666666666666,8.039206110783281,3.7,4.525,-38.435374149659864,negative,positive,negative,Lean to Bad
2022-11-01,96.83717,96.91210833333334,-2.238188363372795,298.598,291.1039166666667,8.056223620045145,3.7,4.366666666666666,-39.06976744186047,negative,positive,negative,Lean to Bad
2022-12-01,97.05321,96.83835666666668,-2.2077812917940975,298.99,292.6125,7.986481969039172,3.6,4.2250000000000005,-39.062499999999986,negative,positive,negative,Lean to Bad
2023-01-01,97.33643,96.80743749999999,-2.1144848806936345,300.536,294.10725,7.876284613734064,3.6,4.091666666666667,-38.701622971285886,negative,positive,negative,Lean to Bad
